entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Barrio 26 De Junio,Barrio 26 De Junio: Mejoras De Tendido Cloacal En El Complejo Habitacional 33 Viviendas-Riestra Y Portela,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Tendido Cloacal Del Barrio,1115236.0,8,villa soldati,portela y riestra av.,2016-07-26,2016-08-09,0,100,SOLYEWENLTDA,2016,Contratacion Directa,17-CBAS-2016,30709272981,nan
Terminal Dellepiane,Terminal Dellepiane: Muro Divisorio Estacion Terminal Sur-Campo De Deportes Jorge Newery La Quemita-Club Huracan,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Construccion Del Muro Divisorio (Con Una Extension 404 Ml Y Una Altura De 3.00m) De La Nueva aEstacion Terminal Sura Del Campo De Deporte J. Newbery, Conocido Como aLa Quemitaa Del Club Huracan.",2736856.0,7,flores,lacarra,2016-05-08,2016-03-10,2,100,CylpS.A,2016,Contratacion Directa,18-CBAS-2016,30567789000,nan
Parque Roca,Parque Roca: Remodelacion Del Sector Confiteria Y Sanitarios Sector Tenis (C) Parque Roca,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Adecuacion Del Salon Y Los Sanitarios De La Confiteria Del Parque Roca Sector C,1747859.0,8,villa soldati,"roca, cnel. av. 4490",2016-06-09,2016-05-12,3,100,BuildingCoS.R.L,2016,Contratacion Directa,19-CBAS-2016,30708969881,nan
Barrio 59 Viviendas,"Barrio 59 Viviendas: Reconstruccion De Las Unidades Funcionales 29, 30,49 Y 50 Del Complejo Habitacional Nestor Kirchner Sito En La Av. Escalada No 4551",Finalizada,Vivienda,Corporacion Buenos Aires Sur,El Objeto De La Presente Contratacion Esta Referido A La Reconstruccion De Las Unidades Funcionales 29-30-49 Y 50 Del Complejo Habitacional Sito En Av. Escalada 4551 De La Caba Afectadas Por Incendio,1760971.0,8,villa lugano,escalada av. 4551,2016-06-09,2016-05-12,3,100,ElProgresoLtdaHubac,2016,Contratacion Directa,21-CBAS-2016,30710270550,nan
Parque Patricios,Parque Patricios: Puesta En Valor De Plazoleta Pringles Y Calle Corrales Viejos,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Puesta En Valor De La Plazoleta Pringles Y La Calle Corrales Viejos.,6357735.0,4,parque patricios,monteagudo y caseros av.,2015-08-04,2015-04-09,5,100,ConstruccionesIngevialS.A.,2016,Licitacion Publica,05-CBAS-2014,30650833380,nan
Distrito De Las Artes,Distrito De Las Artes: Puesta En Valor Calle Necochea Entre Brandsen Y Av. Pedro De Mendoza,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Propuesta De Intervencion Consiste Reconstruir Veredas, Realizar Rampas Y Barandas.",10834430.0,4,la boca,brandsen y don pedro de mendoza av.,2015-05-06,2016-02-29,10,100,BosquimanoS.A,2016,Licitacion Publica,07-CBAS-2014,30711470022,nan
Barrio Los Piletones,Barrio Los Piletones: Instalacion De Caneria Para La Provision Del Servicio De Agua Potable Al BAdeg Los Piletones,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"El Barrio A Dotar De Servicio Se Encuentra Emplazado En Las Calles , De La Ciudad Autonoma De Buenos Aires.",2186776.0,8,villa soldati,"barros pazos, jose y lacarra av.",2016-01-22,2016-03-21,2,100,KoparS.A,2016,Licitacion Publica,04-CBAS-2014,30707504990,nan
Distrito De Las Artes,Distrito De Las Artes: Puesta En Valor Calle Pedro De Mendoza Entre Brasil Y Aristobulo Del Valle,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Intervencion Consiste En Mejorar Veredas, Realizar Rampas De Accesibilidad, Incorporar Verde Al Recorrido Y Mejorar Las Condiciones De Iluminacion",13912013.0,4,la boca,"don pedro de mendoza av. y blanes, juan manuel",2016-04-05,2017-01-26,10,100,BosquimanoS.A,2016,Licitacion Publica,05-CBAS-2015,30711470022,nan
Parque Roca,Parque Roca: Puesta En Valor Banos Y Sala De Medicos - Parque Roca - Sector C,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Se Trata De Mejorar Las Condiciones De Los Banos Y Sala De Medicos A Fin De Cumplir Con Normas De Habilitacion Para El Programa De Colonias De Verano,1349397.0,8,villa soldati,"roca, cnel. av. 4490",2016-01-12,2016-12-31,0,100,JorgeCanellesLtda,2016,Contratacion Directa,40-CBAS-2016,30708832959,nan
Parque Roca,Parque Roca: Puesta En Valor De Dos Canchas De Tenis De Piso Cemento - Parque Roca Sector C,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Se Trata De Mejorar Los Cercos, Pisos Y Demarcacion E Iluminacion De Dos Canchas De Tenis A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Colonias De Verano",1011801.0,8,villa soldati,"roca, cnel. av. 4490",2016-01-12,2016-12-31,0,100,JorgeCanellesLtda,2016,Contratacion Directa,39-CBAS-2016,30708832959,nan
Parque Roca,Parque Roca: Obras Complementarias Para Piletas De Natacion - Parque Roca Sector C,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Se Trata De Mejorar Los Cercos, Pisos, Pintura De Pileta A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Colonias De Verano",285872.0,8,villa soldati,"roca, cnel. av. 4490",2016-01-12,2016-12-31,0,100,SOLYEWENLTDA,2016,Contratacion Directa,38-CBAS-2016,30709272981,nan
Parque Roca,Parque Roca: Cerco En Lago - Parque Roca Sector C,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Realizacion De Cerco Perimetral Al Lago Soldati A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Colonias De Verano,351364.0,8,villa soldati,"roca, cnel. av. 4490",2016-01-12,2016-12-31,0,100,ANTONIOALAKLTDA,2016,Contratacion Directa,37-CBAS-2016,30709930385,nan
Barrio Los Piletones,Barrio Los Piletones: Ejecucion De Calle De Enlace Entre El Complejo Habitacional Los Piletones Y Av. Asturias,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Se Trata De Ejecutar Una Calle Que Vincule Al Complejo Habitacional Con La Av. Asturias. Hormigon Armado, Cordones Y Desagi 1/4es Pluviales",2014379.0,8,villa soldati,plumerillo y asturias av (no oficial),2016-11-24,2017-01-23,2,100,MaquivialS.A.I,2016,Contratacion Directa,29-CBAS-2016,30548939689,nan
Barrio Los Piletones,Barrio Los Piletones: Obras Complementarias De Infraestructura Y Puesta En Regimen En Barrio Piletones Y Barrio Ramon Carrillo,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Mejoras En El Tendido A Fin De Poner En Funcionamiento Las Redes De Cloaca Y Agua Del Barrio Los Piletones,3268701.0,8,villa soldati,"lacarra av. y barros pazos, jose",2016-12-28,2017-02-26,2,100,C&EConstruccionesS.A.,2016,Contratacion Directa,28-CBAS-2016,30708288361,nan
Obras Comuna 8,Obras Comuna 8: Remodelacion De Viviendas Incendiadas En El Conjunto Habitacional 180 Viviendas Sito En Av. Fernandez De La Cruz Y Av. Lacarra,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Mejoras Generales En Viviendas: Revoques, Pisos, Pintura, Instalaciones, Aberturas Y Techos",1016896.0,8,villa soldati,"fernandez de la cruz, f., gral. av. y lacarra av.",2016-11-21,2017-02-19,3,100,COOPAARLTDA,2016,Contratacion Directa,27-CBAS-2016,30708899727,nan
Obras Comuna 8,"Obras Comuna 8: Retiro De Autos Abandonados, Muebles Y Chatarra En Predio De Futura Apertura Sito En La Calle San Pedrito Entre 27 De Febrero Y Calle Cook",Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Retiro De Materiales Existentes En Predio Judicial A Fin De Realizar La Apertura De La Calle San Pedrito,749302.0,8,villa soldati,"san pedrito y cooke, john w.",2016-08-20,2016-09-19,1,100,ElProgresoLtdaHubac,2016,Contratacion Directa,25-CBAS-2016,30710270550,nan
Barrio Los Piletones,Barrio Los Piletones: Tendido Electrico - Gabinete De Tablero Y Alumbrado,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Gabinete De Tablero Seccional, Alumbrado Y Tendido Electrico En Ch Piletones",110918.0,8,villa soldati,plumerillo y asturias av (no oficial),2016-09-09,2016-09-10,0,100,ANTONIOALAKLTDA,2016,Contratacion Directa,24-CBAS-2016,30709930385,nan
Obras Comuna 8,"Obras Comuna 8: Reconstruccion De Las Unidades Funcionales 29, 30, 49 Y 50 Del Ch Nestor Kirchner",Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Mejoras Generales En Viviendas: Revoques, Pisos, Pintura, Instalaciones, Aberturas Y Techos",1760971.0,8,villa lugano,escalada av. 4551,2016-11-08,2016-12-24,2,100,ElProgresoLtdaHubac,2016,Contratacion Directa,21-CBAS-2016,30710270550,nan
Obras Comuna 8,Obras Comuna 8: Tendido De Alimentadores Electricos Oficinas Cbas - Edificio Cis,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Independizacion De Tableros, Circuitos Y Alimentadores Del Cbas Con El Cis",763546.0,8,villa soldati,"rabanal, francisco, intendente av. 3220",2016-09-05,2017-06-04,9,100,BuildingCoS.R.L,2016,Contratacion Directa,13-CBAS-2016,30708969881,nan
Parque Roca,Parque Roca: Remodelacion De Cocina Del Sector Tenis - Acceso C - Parque Roca,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Pisos, Revestimientos, Mesada, Cielorrasos, Pintura",356879.0,8,villa soldati,"roca, cnel. av. 4490",2016-09-09,2016-11-08,2,100,FacoS.A,2016,Contratacion Menor,06-CBAS-2016,30712463887,nan
Distrito Del Deporte,Distrito Del Deporte: Cerco Perimetral De Cancha De Futbol - Club Social Cultural Y Deportivo Unidos De Mataderos - Av. Eva Peron 7164,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Cercos, Alumbrado Y Accesos",315201.0,8,villa lugano,"peron, eva av. 7164",2016-07-26,2016-09-24,2,100,JorgeCanellesLtda,2016,Contratacion Menor,05-CBAS-2016,30708832959,nan
Distrito Del Deporte,Distrito Del Deporte: Construccion De Sanitarios Para Personal De Boleteria - Club San Lorenzo De Almagro,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Tendido Cloacal Y Agua, Pisos, Sanitarios, Iluminacion, Aberturas Y Pintura",623000.0,7,flores,"fernandez de la cruz, f., gral. av. 2145",2016-12-12,2017-10-02,0,100,CylpS.A,2016,Licitacion Privada,05-CBAS-2016,30567789000,nan
Ctc,Ctc: Obras Complementarias De La Construccion De Un Acceso Provisorio Al Ctc - Traza Parcial Futura Rama 8,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Vereda De Homigon Escobado, Traslado De Luminarias, Trasplante De Arboles, Reconstruccion De Cero Olimpico",820006.0,8,villa soldati,27 de febrero av. y autopista presidente hector j. campora,2016-11-11,2017-03-11,4,100,MaquivialS.A.I,2016,Licitacion Privada,04-CBAS-2016,30548939689,nan
Ctc,Ctc: Construccion De Un Acceso Provisorio Al Centro De Transferencia De Cargas-Traza Parcial Futura Rama 8-Elaboracion De Proyecto Ejecutivo Y Pavimentacion,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Ejecucion De Rampa De Acceso Al Ctc En Hormigon,4791914.0,8,villa soldati,27 de febrero av. y autopista presidente hector j. campora,2016-11-11,2017-04-24,5,100,MaquivialS.A.I,2016,Licitacion Privada,03-CBAS-2016,30548939689,nan
Ctc,Ctc: Modificacion De La Interseccion De La Av. 27 De Febrero Con La Calle Pergamino,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Pavimentos, Semaforos, Iluminacion",3672574.0,8,villa soldati,27 de febrero av. y pergamino,2016-09-21,2016-12-10,0,100,FacoS.A,2016,Licitacion Privada,01-CBAS-2016,30712463887,nan
Barrio Los Piletones,Barrio Los Piletones: Adecuacion Y Refaccion Edilicia De Incubadora De Empresas De Base Social - Barrio Los Piletones,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Tendido Electrico Y Arreglos Generales De Albanileria, Pintura Y Carpinterias",3808672.0,8,villa soldati,"barros pazos, jose y lacarra av.",2016-09-19,2017-03-18,6,100,BuildingCoS.R.L,2016,Licitacion Publica,01-CBAS-2016,30708969881,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Nuevo Vallado Circuito 12 - Obra Civil - Autodromo De La Ciudad D Buenos Aires,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Se Trata De Una Mejora En Las Condiciones Del Suelo A Fin De Asentar Muros De Contencion Para Mejorar La Seguridad De La Pista Del Autodromo,11468882.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-02-08,2017-03-25,0,100,ArcoS.R.L,2017,Contratacion Directa,50-CBAS-2016,30657249765,nan
Barrio Los Piletones,Barrio Los Piletones: Pavimentacion Con Concreto Asfaltico De Calle Vehicular Continuacion Calle Plumerillo - BAdeg Los Piletones,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Ejecucion De Fresado De Pavimentacion Existente, Ejecucion De Nuevo Pavimento De Concreto Asfaltico, Canerias De Desagi 1/4es Pluviales",2715512.0,8,villa soldati,plumerillo y asturias av (no oficial),2017-02-02,2017-03-04,1,100,MaquivialS.A.I,2017,Contratacion Directa,49-CBAS-2016,30548939689,nan
Distrito De Las Artes,Distrito De Las Artes: Adaptacion De Predio Para Traslado De Transformadores - Plaza Usina Del Arte,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Se Trata De Una Obra Para Mejorar Las Condiciones Del Predio Donde Se Trasladaran Los Transformadores Eletricos Ubicados En El Panol Que Posteriormente Sera Intervenido Como Plaza Verde Usina Del Arte,254512.0,4,barracas,don pedro de mendoza av. 3951,2017-03-29,2017-04-28,1,100,OznerolS.A.,2017,Contratacion Directa,48-CBAS-2016,30714746371,nan
Distrito Del Deporte,Distrito Del Deporte: Construccion De Muro Perimetral - Asociacion Civil Nueva Estrella,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,Ejecucion De Muro Perimetral De 117 Ml Y 3 Mts De Altura,1600495.0,8,villa lugano,santander 4602,2017-02-22,2017-08-05,0,100,A.E.PonceIngenieriaS.A.,2017,Contratacion Directa,47-CBAS-2016,30714763098,nan
Obras Comuna 4,Obras Comuna 4: Recambio De Cubierta En Quincho Darling Tennis Club,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Cambio De Techo Vegetal Por Chapas De Acero, Colocacion De Vidrios En Timpanos De La Cubierta",1299141.0,4,la boca,brasil av. 34,2017-05-18,2017-07-02,0,100,CylpS.A,2017,Contratacion Directa,46-CBAS-2016,30567789000,nan
Distrito Del Deporte,Distrito Del Deporte: Anexo Club Torino - Mejoras En Cancha De Futbol,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,"Realizacion De Piso De Hormigon Llaneado, Pintura De Demarcacion, Pintura De Paredes Interiores, Reaparicion De Canaletas Pluviales, Iluminacion",1366669.0,8,villa lugano,zuviria 4659,2017-01-16,2017-04-16,3,100,JorgeCanellesLtda,2017,Contratacion Directa,45-CBAS-2016,30708832959,nan
Buenos Aires Playa 2017,Buenos Aires Playa 2017: Parque Indoamericano - Instalacion Electrica,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2017,72934.0,8,villa soldati,escalada av. y castanares av.,2016-12-28,2017-07-01,6,100,MartinezCesarJavier,2017,Contratacion Directa,44-CBAS-2016,20273633325,nan
Buenos Aires Playa 2017,Buenos Aires Playa 2017: Parque Indoamericano - Mantenimiento,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2017,375210.0,8,villa soldati,escalada av. y castanares av.,2017-01-05,2017-02-27,1,100,ELPRESENTELTDA,2017,Contratacion Directa,43-CBAS-2016,30714459631,nan
Plazas y Parques de Comuna 13,Plaza Noruega,Finalizada,Espacio Publico,Subsecretaria de Gestion Comunal,"Se llevo a cabo la puesta en valor de la Plaza Noruega. Se aumento la superficie verde con plantaciones nuevas, se mejoraron los caminos internos y se crearon espacios de descanso, y se adquirio nuevo equipamiento urbano.",9681112.0,13,belgrano,ciudad de la paz y juramento av.,2017-10-16,2017-08-31,0,100,DagresaVialConstruccionesSRL,2017,nan,nan,33712269079,nan
Barrio 26 De Junio,Barrio 26 De Junio: Rejas Perimetrales Centro Parroquial - Barrio 33 Viviendas,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Se Trata De Una Reja Que Dividira El Acceso Cpi Del Centro Parroquial.,755445.0,8,villa soldati,portela y riestra av.,2017-01-17,2017-03-18,2,100,SOLYEWENLTDA,2017,Contratacion Directa,36-CBAS-2016,30709272981,nan
Barrio 26 De Junio,Barrio 26 De Junio: Obras De Tendido De Agua Potable (Infraestructura) Complejo Habitacional 33 Viviendas,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Se Trata Del Tendido De La Obra De Infraestructura (Anillo Perimetral) Para Abastecer De Agua Al Barrio.,2275049.0,8,villa soldati,portela y riestra av.,2017-03-14,2017-04-13,1,100,KoparS.A,2017,Contratacion Directa,35-CBAS-2016,30707504990,nan
Barrio Los Piletones,Barrio Los Piletones: Cercado Y Mejoramiento - Plaza Mz 191 - Ch Piletones,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Se Trata De Realizar Una Reja Perimetral A Fin De Mantener En Optimo Estado La Plaza Y Evitar Vandalismos,950170.0,8,villa soldati,6 de agosto 4000 y 14 de mayo 3000,2016-12-29,2017-01-28,1,100,LOSPILETONESLTDA,2017,Contratacion Directa,32-CBAS-2016,30710477910,nan
Obras Comuna 1,Obras Comuna 1: Restauracion Del Frente Luis Saenz Pena No 1620- Caba,Finalizada,Vivienda,Corporacion Buenos Aires Sur,"Puesta En Valor De La Fachada Del Edificio Ubicado En La Calle Luis Saenz Pena 1620, El Cual Presenta Una Catalogacion Singular, Con Proteccion Cautelar Y Se Encuentra Protegido Por La Ley 3065 Por Tratarse De Un Edificio Anterior Al 1941. Las Tareas A Desarrollarse Consisten En La Consolidacion Y Restitucion De Ornamentos, Reparacion Y Limpieza De Fachadas Y Pintura De Superficie De Fachada Plana Sin Ornamentacion Ni Elementos Decorativos, Ademas De La Reparacion Y Pintura De Carpinterias Y Herreria",422723.0,1,constitucion,"saenz pena, luis, pres. 1620",2017-04-21,2017-07-20,3,100,LumiConstruccionesS.A.,2017,Contratacion Directa,09-CBAS-2017,30711229899,nan
Barrio Los Piletones,Barrio Los Piletones: Saneamiento Y Relleno Pileton - Barrio Los Piletones,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Conisite En La Demolicion De Losas, Vaciado, Saneamiento Y Relleno De Las Viejas Piletas, Las Cuales Dan El Nombre A Barrio. Los Mismos Se Encuentran Ubicados En La Manzana 4 Del Barrio Los Piletones.",937131.0,8,villa soldati,mujeres luchadoras 2850 y esperanza,2017-05-04,2017-05-05,1,100,ElProgresoLtdaHubac,2017,Contratacion Directa,10-CBAS-2017,30710270550,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Platea B,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Platea B.,3086742.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-11-07,2017-10-08,1,100,KavosS.A.,2017,Contratacion Directa,13-CBAS-2017,33707144829,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Escaleras,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Escaleras De Tribunas, Plateas Y Palcos.",1528495.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-10-07,2017-08-24,0,100,PiedraRobleS.A,2017,Contratacion Directa,14-CBAS-2017,30715288318,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Palco A,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Palco A.,1283329.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-15,2017-07-15,1,100,ArcoS.R.L,2017,Contratacion Directa,15-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tribunas De 1 A 4,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 1 A 4,4614679.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-19,2017-08-18,2,100,ArcoS.R.L,2017,Contratacion Directa,16-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tribunas De 5 A 9,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 5 A 9,4998364.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-16,2017-08-30,0,100,ArcoS.R.L,2017,Contratacion Directa,17-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tribunas De 10 A 15,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 10 A 15,4557686.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-07-07,2017-05-09,2,100,MelContruccionesS.R.L,2017,Contratacion Directa,18-CBAS-2017,33714510679,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Platea A,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Platea A.,4093977.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-12-06,2017-07-27,0,100,FacoS.A,2017,Contratacion Directa,19-CBAS-2017,30712463887,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Sanitarios,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Los Sanitarios.,1875949.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-08-23,2017-11-21,3,100,A.E.PonceIngenieriaS.A.,2017,Contratacion Directa,20-CBAS-2017,30714763098,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Palco B,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Palco B.,1283329.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-15,2017-07-15,1,100,ArcoS.R.L,2017,Contratacion Directa,21-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Estructura Para Lonas En Escaleras,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden Al Montaje De Estructuras Soporte Lonas En Escaleras,2615466.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-10-07,2017-08-29,0,100,PiedraRobleS.A,2017,Contratacion Directa,22-CBAS-2017,30715288318,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Cama De Hormigon Triturado a Circuito No 12 a Obra Civil,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Remocion Y Limpieza De Suelo Vegetal, En La Zona De La Curva Principal, Excavacion Y Armado Del Cajon Para Colocacion Del Material, Dicho Desmonte Es De Aproximadamente 0,20 M. En Toda La Superficie De La Curva, Para Luego Realiza Colocacion Del Hormigon Triturado Y Distribucion En Forma Superficial Y Pareja De 0,25 M De Espesor Aproximadamente.",7346340.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-15,2017-07-15,1,100,ArcoS.R.L,2017,Contratacion Directa,23-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Acceso,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Reparacion, Pintura Y Reacondicionamiento General Del Acceso.",1649652.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-11-07,2017-10-08,1,100,IsofilS.A.I.YC.,2017,Contratacion Directa,24-CBAS-2017,30552340090,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tanque De Agua,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Tanque De Agua.,994435.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-16,2017-11-07,1,100,ArcoS.R.L,2017,Contratacion Directa,25-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Plaza De Honor,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Plaza De Honor, Antigua Fuente Y Monumento Central.",3578479.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-07-07,2017-11-08,1,100,MelContruccionesS.R.L,2017,Contratacion Directa,26-CBAS-2017,33714510679,nan
